the_geom,sci_name,entity_id,field_bird_illustration_fid,img_url,cartodb_id,com_name,page_url,img_width,img_height,com_name2
,Poecile atricapillus,821,17671,4033_Sibl_9780307957900_art_r1.jpg,500,Black-capped Chickadee,http://www.audubon.org/node/821,2022,1686,Black-capped Chickadee
,Larus michahellis,329,17681,4036_Sibl_9780307957900_art_r1.jpg,501,Yellow-legged Gull,http://www.audubon.org/node/329,1997,1686,Yellow-legged Gull
,Setophaga castanea,531,17686,4056_Sibl_9780307957900_art_r1.jpg,502,Bay-breasted Warbler,http://www.audubon.org/node/531,2071,1686,Bay-breasted Warbler
,Setophaga striata,549,17691,4047_Sibl_9780307957900_art_r1.jpg,503,Blackpoll Warbler,http://www.audubon.org/node/549,2428,1686,Blackpoll Warbler
,Acanthis hornemanni,681,17696,4074_Sibl_9780307957900_art_r1.jpg,504,Hoary Redpoll,http://www.audubon.org/node/681,2953,1686,Hoary Redpoll
,Acanthis flammea,680,17701,4088_Sibl_9780307957900_art_r1.jpg,505,Common Redpoll,http://www.audubon.org/node/680,3032,1686,Common Redpoll
,Spinus lawrencei,682,17706,4102_Sibl_9780307957900_art_r1.jpg,506,Lawrences Goldfinch,http://www.audubon.org/node/682,1365,1686,Lawrences Goldfinch
,Spinus pinus,683,17711,4095_Sibl_9780307957900_art_r1.jpg,507,Pine Siskin,http://www.audubon.org/node/683,1365,1686,Pine Siskin
,Haemorhous cassinii,686,17741,4122_Sibl_9780307957900_art_r1.jpg,508,Cassins Finch,http://www.audubon.org/node/686,1845,1686,Cassins Finch
,Haemorhous mexicanus,687,17746,4116_Sibl_9780307957900_art_r1.jpg,509,House Finch,http://www.audubon.org/node/687,1686,1686,House Finch
,Passer montanus,701,17751,4134_Sibl_9780307957900_art_r1.jpg,510,Eurasian Tree Sparrow,http://www.audubon.org/node/701,1903,1686,Eurasian Tree Sparrow
,Passer domesticus,699,17756,4130_Sibl_9780307957900_art_r1.jpg,511,House Sparrow,http://www.audubon.org/node/699,2011,1686,House Sparrow
,Junco phaeonotus,615,17771,4144_Sibl_9780307957900_art_r1.jpg,512,Yellow-eyed Junco,http://www.audubon.org/node/615,2871,1686,Yellow-eyed Junco
,Loxia leucoptera,697,17776,4152_Sibl_9780307957900_art_r1.jpg,513,White-winged Crossbill,http://www.audubon.org/node/697,2571,1686,White-winged Crossbill
,Oreothlypis ruficapilla,578,17781,4168_Sibl_9780307957900_art_r1.jpg,514,Nashville Warbler,http://www.audubon.org/node/578,2377,1686,Nashville Warbler
,Oreothlypis virginiae,581,17786,4159_Sibl_9780307957900_art_r1.jpg,515,Virginias Warbler,http://www.audubon.org/node/581,2377,1686,Virginias Warbler
,Setophaga americana,564,17791,4182_Sibl_9780307957900_art_r1.jpg,516,Northern Parula,http://www.audubon.org/node/564,2146,1686,Northern Parula
,Setophaga pitiayumi,565,17796,4175_Sibl_9780307957900_art_r1.jpg,517,Tropical Parula,http://www.audubon.org/node/565,2057,1686,Tropical Parula
,Setophaga caerulescens,530,17801,4190_Sibl_9780307957900_art_r1.jpg,518,Black-throated Blue Warbler,http://www.audubon.org/node/530,2685,1686,Black-throated Blue Warbler
,Setophaga tigrina,550,17806,4197_Sibl_9780307957900_art_r1.jpg,519,Cape May Warbler,http://www.audubon.org/node/550,2142,1686,Cape May Warbler
,Oreothlypis peregrina,576,17816,4204_Sibl_9780307957900_art_r1.jpg,520,Tennessee Warbler,http://www.audubon.org/node/576,2332,1686,Tennessee Warbler
,Setophaga ruticilla,571,17821,4226_Sibl_9780307957900_art_r1.jpg,521,American Redstart,http://www.audubon.org/node/571,1910,1686,American Redstart
,Mniotilta varia,558,17826,4218_Sibl_9780307957900_art_r1.jpg,522,Black-and-white Warbler,http://www.audubon.org/node/558,2611,1686,Black-and-white Warbler
,Protonotaria citrea,566,17831,4237_Sibl_9780307957900_art_r1.jpg,523,Prothonotary Warbler,http://www.audubon.org/node/566,2356,1686,Prothonotary Warbler
,Helmitheros vermivorum,554,17836,4230_Sibl_9780307957900_art_r1.jpg,524,Worm-eating Warbler,http://www.audubon.org/node/554,2732,1686,Worm-eating Warbler
,Setophaga nigrescens,542,17841,4245_Sibl_9780307957900_art_r1.jpg,525,Black-throated Gray Warbler,http://www.audubon.org/node/542,1618,1686,Black-throated Gray Warbler
,Setophaga occidentalis,543,17846,4253_Sibl_9780307957900_art_r1.jpg,526,Hermit Warbler,http://www.audubon.org/node/543,1697,1686,Hermit Warbler
,Setophaga townsendi,551,17851,4261_Sibl_9780307957900_art_r1.jpg,527,Townsends Warbler,http://www.audubon.org/node/551,1697,1686,Townsends Warbler
,Basileuterus culicivorus,718,17856,4269_Sibl_9780307957900_art_r1.jpg,528,Golden-crowned Warbler,http://www.audubon.org/node/718,2398,1686,Golden-crowned Warbler
,Basileuterus rufifrons,709,17861,4264_Sibl_9780307957900_art_r1.jpg,529,Rufous-capped Warbler,http://www.audubon.org/node/709,1793,1686,Rufous-capped Warbler
,Icteria virens,555,17866,4275_Sibl_9780307957900_art_r1.jpg,530,Yellow-breasted Chat,http://www.audubon.org/node/555,1767,1686,Yellow-breasted Chat
,Oreothlypis celata,572,17871,4286_Sibl_9780307957900_art_r1.jpg,531,Orange-crowned Warbler,http://www.audubon.org/node/572,2733,1686,Orange-crowned Warbler
,Vermivora cyanoptera,577,17876,4299_Sibl_9780307957900_art_r1.jpg,532,Blue-winged Warbler,http://www.audubon.org/node/577,2355,1686,Blue-winged Warbler
,Vermivora chrysoptera,573,17881,4293_Sibl_9780307957900_art_r1.jpg,533,Golden-winged Warbler,http://www.audubon.org/node/573,2355,1686,Golden-winged Warbler
,Setophaga petechia,547,17886,4316_Sibl_9780307957900_art_r1.jpg,534,Yellow Warbler,http://www.audubon.org/node/547,2056,1686,Yellow Warbler
,Peucedramus taeniatus,528,17891,4323_Sibl_9780307957900_art_r1.jpg,535,Olive Warbler,http://www.audubon.org/node/528,2638,1686,Olive Warbler
,Piranga bidentata,708,17896,4330_Sibl_9780307957900_art_r1.jpg,536,Flame-colored Tanager,http://www.audubon.org/node/708,2484,1686,Flame-colored Tanager
,Rhodothraupis celaeno,724,17901,4343_Sibl_9780307957900_art_r1.jpg,537,Crimson-collared Grosbeak,http://www.audubon.org/node/724,1940,1686,Crimson-collared Grosbeak
,Passerina caerulea,647,17911,4351_Sibl_9780307957900_art_r1.jpg,538,Blue Grosbeak,http://www.audubon.org/node/647,1458,1686,Blue Grosbeak
,Setophaga pinus,548,17916,4358_Sibl_9780307957900_art_r1.jpg,539,Pine Warbler,http://www.audubon.org/node/548,2123,1686,Pine Warbler
,Cardellina canadensis,582,17921,4365_Sibl_9780307957900_art_r1.jpg,540,Canada Warbler,http://www.audubon.org/node/582,2667,1686,Canada Warbler
,Setophaga citrina,583,17926,4372_Sibl_9780307957900_art_r1.jpg,541,Hooded Warbler,http://www.audubon.org/node/583,1971,1686,Hooded Warbler
,Cardinalis cardinalis,643,17931,4387_Sibl_9780307957900_art_r1.jpg,542,Northern Cardinal,http://www.audubon.org/node/643,2306,1686,Northern Cardinal
,Cardinalis sinuatus,644,17936,4379_Sibl_9780307957900_art_r1.jpg,543,Pyrrhuloxia,http://www.audubon.org/node/644,2278,1686,Pyrrhuloxia
,Coereba flaveola,585,17941,4391_Sibl_9780307957900_art_r1.jpg,544,Bananaquit,http://www.audubon.org/node/585,1982,1686,Bananaquit
,Quiscalus quiscula,675,17951,4407_Sibl_9780307957900_art_r1.jpg,545,Common Grackle,http://www.audubon.org/node/675,2645,1686,Common Grackle
,Spizelloides arborea,631,17956,4413_Sibl_9780307957900_art_r1.jpg,546,American Tree Sparrow,http://www.audubon.org/node/631,2241,1686,American Tree Sparrow
,Spizella pusilla,637,17961,4419_Sibl_9780307957900_art_r1.jpg,547,Field Sparrow,http://www.audubon.org/node/637,2021,1686,Field Sparrow
,Calamospiza melanocorys,607,17966,4427_Sibl_9780307957900_art_r1.jpg,548,Lark Bunting,http://www.audubon.org/node/607,1843,1686,Lark Bunting
,Spizella atrogularis,632,17971,4440_Sibl_9780307957900_art_r1.jpg,549,Black-chinned Sparrow,http://www.audubon.org/node/632,1941,1686,Black-chinned Sparrow
,Amphispiza bilineata,605,17976,4434_Sibl_9780307957900_art_r1.jpg,550,Black-throated Sparrow,http://www.audubon.org/node/605,3481,1686,Black-throated Sparrow
,Ammodramus henslowii,599,17981,4450_Sibl_9780307957900_art_r1.jpg,551,Henslows Sparrow,http://www.audubon.org/node/599,2421,1686,Henslows Sparrow
,Ammodramus leconteii,600,17986,4445_Sibl_9780307957900_art_r1.jpg,552,LeContes Sparrow,http://www.audubon.org/node/600,2497,1686,LeContes Sparrow
,Zonotrichia querula,642,17991,4729_Sibl_9780307957900_art_r1.jpg,553,Harriss Sparrow,http://www.audubon.org/node/642,1931,1686,Harriss Sparrow
,Chondestes grammacus,612,17996,4721_Sibl_9780307957900_art_r1.jpg,554,Lark Sparrow,http://www.audubon.org/node/612,2402,1686,Lark Sparrow
,Calcarius lapponicus,608,18021,4769_Sibl_9780307957900_art_r1.jpg,555,Lapland Longspur,http://www.audubon.org/node/608,2018,1686,Lapland Longspur
,Calcarius pictus,611,18026,4759_Sibl_9780307957900_art_r1.jpg,556,Smiths Longspur,http://www.audubon.org/node/611,2039,1686,Smiths Longspur
,Calcarius ornatus,610,18036,4795_Sibl_9780307957900_art_r1.jpg,557,Chestnut-collared Longspur,http://www.audubon.org/node/610,2045,1686,Chestnut-collared Longspur
,Rhynchophanes mccownii,609,18041,4785_Sibl_9780307957900_art_r1.jpg,558,McCowns Longspur,http://www.audubon.org/node/609,2087,1686,McCowns Longspur
,Melospiza lincolnii,617,18046,4799_Sibl_9780307957900_art_r1.jpg,559,Lincolns Sparrow,http://www.audubon.org/node/617,2482,1686,Lincolns Sparrow
,Melospiza georgiana,616,18051,4806_Sibl_9780307957900_art_r1.jpg,560,Swamp Sparrow,http://www.audubon.org/node/616,2589,1686,Swamp Sparrow
,Emberiza rustica,726,18056,4811_Sibl_9780307957900_art_r1.jpg,561,Rustic Bunting,http://www.audubon.org/node/726,2165,1686,Rustic Bunting
,Amphispiza quinquestriata,595,18061,4821_Sibl_9780307957900_art_r1.jpg,562,Five-striped Sparrow,http://www.audubon.org/node/595,2156,1686,Five-striped Sparrow
,Peucaea carpalis,593,18066,4816_Sibl_9780307957900_art_r1.jpg,563,Rufous-winged Sparrow,http://www.audubon.org/node/593,2018,1686,Rufous-winged Sparrow
,Melozone aberti,621,18071,4827_Sibl_9780307957900_art_r1.jpg,564,Aberts Towhee,http://www.audubon.org/node/621,3060,1686,Aberts Towhee
,Arremonops rufivirgatus,606,18076,4832_Sibl_9780307957900_art_r1.jpg,565,Olive Sparrow,http://www.audubon.org/node/606,2796,1686,Olive Sparrow
,Melozone crissalis,623,18081,4837_Sibl_9780307957900_art_r1.jpg,566,California Towhee,http://www.audubon.org/node/623,3458,1686,California Towhee
,Melozone fusca,626,18086,4842_Sibl_9780307957900_art_r1.jpg,567,Canyon Towhee,http://www.audubon.org/node/626,2778,1686,Canyon Towhee
,Plectrophenax hyperboreus,628,18091,4848_Sibl_9780307957900_art_r1.jpg,568,McKays Bunting,http://www.audubon.org/node/628,2022,1686,McKays Bunting
,Plectrophenax nivalis,629,18096,4858_Sibl_9780307957900_art_r1.jpg,569,Snow Bunting,http://www.audubon.org/node/629,2089,1686,Snow Bunting
,Dolichonyx oryzivorus,657,18101,4866_Sibl_9780307957900_art_r1.jpg,570,Bobolink,http://www.audubon.org/node/657,1173,1686,Bobolink
,Molothrus ater,671,18106,4871_Sibl_9780307957900_art_r1.jpg,571,Brown-headed Cowbird,http://www.audubon.org/node/671,2122,1686,Brown-headed Cowbird
,Molothrus bonariensis,672,18111,4882_Sibl_9780307957900_art_r1.jpg,572,Shiny Cowbird,http://www.audubon.org/node/672,2190,1686,Shiny Cowbird
,Molothrus aeneus,670,18116,4890_Sibl_9780307957900_art_r1.jpg,573,Bronzed Cowbird,http://www.audubon.org/node/670,1344,1686,Bronzed Cowbird
,Agelaius tricolor,656,18121,4906_Sibl_9780307957900_art_r1.jpg,574,Tricolored Blackbird,http://www.audubon.org/node/656,2089,1686,Tricolored Blackbird
,Xanthocephalus xanthocephalus,679,18126,4907_Sibl_9780307957900_art_r1.jpg,575,Yellow-headed Blackbird,http://www.audubon.org/node/679,2252,1686,Yellow-headed Blackbird
,Euphagus cyanocephalus,659,18131,4923_Sibl_9780307957900_art_r1.jpg,576,Brewers Blackbird,http://www.audubon.org/node/659,2452,1686,Brewers Blackbird
,Euphagus carolinus,658,18136,4924_Sibl_9780307957900_art_r1.jpg,577,Rusty Blackbird,http://www.audubon.org/node/658,2494,1686,Rusty Blackbird
,Quiscalus mexicanus,674,18141,4930_Sibl_9780307957900_art_r1.jpg,578,Great-tailed Grackle,http://www.audubon.org/node/674,2815,1686,Great-tailed Grackle
,Quiscalus major,673,18146,4936_Sibl_9780307957900_art_r1.jpg,579,Boat-tailed Grackle,http://www.audubon.org/node/673,2627,1686,Boat-tailed Grackle
,Icterus pustulatus,668,18151,4952_Sibl_9780307957900_art_r1.jpg,580,Streak-backed Oriole,http://www.audubon.org/node/668,2364,1686,Streak-backed Oriole
,Icterus gularis,664,18156,4958_Sibl_9780307957900_art_r1.jpg,581,Altamira Oriole,http://www.audubon.org/node/664,2447,1686,Altamira Oriole
,Icterus pectoralis,667,18161,4964_Sibl_9780307957900_art_r1.jpg,582,Spot-breasted Oriole,http://www.audubon.org/node/667,1905,1686,Spot-breasted Oriole
,Icterus galbula,662,18166,4979_Sibl_9780307957900_art_r1.jpg,583,Baltimore Oriole,http://www.audubon.org/node/662,2489,1686,Baltimore Oriole
,Icterus bullockii,660,18171,4978_Sibl_9780307957900_art_r1.jpg,584,Bullocks Oriole,http://www.audubon.org/node/660,2725,1686,Bullocks Oriole
,Spinus tristis,685,18176,4995_Sibl_9780307957900_art_r1.jpg,585,American Goldfinch,http://www.audubon.org/node/685,1406,1686,American Goldfinch
,Spinus psaltria,684,18181,4987_Sibl_9780307957900_art_r1.jpg,586,Lesser Goldfinch,http://www.audubon.org/node/684,1254,1686,Lesser Goldfinch
,Pinicola enucleator,698,18186,5004_Sibl_9780307957900_art_r1.jpg,587,Pine Grosbeak,http://www.audubon.org/node/698,1884,1686,Pine Grosbeak
,Vireo huttoni,788,18201,5097_Sibl_9780307957900_art_r1.jpg,588,Huttons Vireo,http://www.audubon.org/node/788,2060,1686,Huttons Vireo
,Vireo flavifrons,783,18206,5101_Sibl_9780307957900_art_r1.jpg,589,Yellow-throated Vireo,http://www.audubon.org/node/783,2516,1686,Yellow-throated Vireo
,Piranga flava,586,18211,5102_Sibl_9780307957900_art_r1.jpg,590,Hepatic Tanager,http://www.audubon.org/node/586,2241,1686,Hepatic Tanager
,Piranga rubra,589,18216,5104_Sibl_9780307957900_art_r1.jpg,591,Summer Tanager,http://www.audubon.org/node/589,2214,1686,Summer Tanager
,Geothlypis poliocephala,727,18226,5118_Sibl_9780307957900_art_r1.jpg,592,Gray-crowned Yellowthroat,http://www.audubon.org/node/727,2373,1686,Gray-crowned Yellowthroat
,Cardellina rubrifrons,529,18231,5113_Sibl_9780307957900_art_r1.jpg,593,Red-faced Warbler,http://www.audubon.org/node/529,1663,1686,Red-faced Warbler
,Pterodroma hasitata,360,18241,5125_Sibl_9780307957900_art_r1.jpg,594,Black-capped Petrel,http://www.audubon.org/node/360,3441,1686,Black-capped Petrel
,Brachyramphus marmoratus,427,18246,5131_Sibl_9780307957900_art_r1.jpg,595,Marbled Murrelet,http://www.audubon.org/node/427,4167,1686,Marbled Murrelet
,Melanerpes aurifrons,878,18281,5157_Sibl_9780307957900_art_r1.jpg,596,Golden-fronted Woodpecker,http://www.audubon.org/node/878,792,1686,Golden-fronted Woodpecker
,Melanerpes carolinus,879,18286,5162_Sibl_9780307957900_art_r1.jpg,597,Red-bellied Woodpecker,http://www.audubon.org/node/879,935,1686,Red-bellied Woodpecker
,Picoides villosus,865,18291,5168_Sibl_9780307957900_art_r1.jpg,598,Hairy Woodpecker,http://www.audubon.org/node/865,525,1686,Hairy Woodpecker
,Picoides scalaris,863,18296,5182_Sibl_9780307957900_art_r1.jpg,599,Ladder-backed Woodpecker,http://www.audubon.org/node/863,1162,1686,Ladder-backed Woodpecker
,Picoides nuttallii,861,18301,5173_Sibl_9780307957900_art_r1.jpg,600,Nuttalls Woodpecker,http://www.audubon.org/node/861,934,1686,Nuttalls Woodpecker
,Picoides pubescens,862,18306,5192_Sibl_9780307957900_art_r1.jpg,601,Downy Woodpecker,http://www.audubon.org/node/862,1199,1686,Downy Woodpecker
,Calidris subruficollis,1071,18311,5198_Sibl_9780307957900_art_r1.jpg,602,Buff-breasted Sandpiper,http://www.audubon.org/node/1071,1759,1686,Buff-breasted Sandpiper
,Scolopax minor,897,18321,5207_Sibl_9780307957900_art_r1.jpg,603,American Woodcock,http://www.audubon.org/node/897,2570,1686,American Woodcock
,Ammodramus maritimus,601,18326,5222_Sibl_9780307957900_art_r1.jpg,604,Seaside Sparrow,http://www.audubon.org/node/601,1670,1686,Seaside Sparrow
,Ammodramus bairdii,597,18331,5228_Sibl_9780307957900_art_r1.jpg,605,Bairds Sparrow,http://www.audubon.org/node/597,2594,1686,Bairds Sparrow
,Ammodramus savannarum,603,18336,5234_Sibl_9780307957900_art_r1.jpg,606,Grasshopper Sparrow,http://www.audubon.org/node/603,2521,1686,Grasshopper Sparrow
,Peucaea cassinii,594,18341,5247_Sibl_9780307957900_art_r1.jpg,607,Cassins Sparrow,http://www.audubon.org/node/594,2499,1686,Cassins Sparrow
,Aimophila ruficeps,596,18346,5240_Sibl_9780307957900_art_r1.jpg,608,Rufous-crowned Sparrow,http://www.audubon.org/node/596,2333,1686,Rufous-crowned Sparrow
,Geothlypis tolmiei,563,18351,5254_Sibl_9780307957900_art_r1.jpg,609,MacGillivrays Warbler,http://www.audubon.org/node/563,2381,1686,MacGillivrays Warbler
,Geothlypis philadelphia,562,18356,5262_Sibl_9780307957900_art_r1.jpg,610,Mourning Warbler,http://www.audubon.org/node/562,2491,1686,Mourning Warbler
,Haemorhous purpureus,690,18361,5276_Sibl_9780307957900_art_r1.jpg,611,Purple Finch,http://www.audubon.org/node/690,1455,1686,Purple Finch
,Rallus crepitans,1105,18366,5287_Sibl_9780307957900_art_r1.jpg,612,Clapper Rail,http://www.audubon.org/node/1105,2553,1686,Clapper Rail
,Rallus elegans,1103,18371,5295_Sibl_9780307957900_art_r1.jpg,613,King Rail,http://www.audubon.org/node/1103,2414,1686,King Rail
,Setophaga kirtlandii,540,18376,5302_Sibl_9780307957900_art_r1.jpg,614,Kirtlands Warbler,http://www.audubon.org/node/540,1803,1686,Kirtlands Warbler
,Setophaga discolor,536,18381,5309_Sibl_9780307957900_art_r1.jpg,615,Prairie Warbler,http://www.audubon.org/node/536,2223,1686,Prairie Warbler
,Thryomanes bewickii,474,18386,5315_Sibl_9780307957900_art_r1.jpg,616,Bewicks Wren,http://www.audubon.org/node/474,1752,1686,Bewicks Wren
,Polioptila melanura,486,18391,5326_Sibl_9780307957900_art_r1.jpg,617,Black-tailed Gnatcatcher,http://www.audubon.org/node/486,1703,1686,Black-tailed Gnatcatcher
,Polioptila californica,485,18396,5320_Sibl_9780307957900_art_r1.jpg,618,California Gnatcatcher,http://www.audubon.org/node/485,1707,1686,California Gnatcatcher
,Catharus ustulatus,493,18401,5332_Sibl_9780307957900_art_r1.jpg,619,Swainsons Thrush,http://www.audubon.org/node/493,2355,1686,Swainsons Thrush
,Polioptila caerulea,484,18406,5342_Sibl_9780307957900_art_r1.jpg,620,Blue-gray Gnatcatcher,http://www.audubon.org/node/484,2012,1686,Blue-gray Gnatcatcher
,Polioptila nigriceps,487,18411,5347_Sibl_9780307957900_art_r1.jpg,621,Black-capped Gnatcatcher,http://www.audubon.org/node/487,1700,1686,Black-capped Gnatcatcher
,Peucaea aestivalis,590,18416,5359_Sibl_9780307957900_art_r1.jpg,622,Bachmans Sparrow,http://www.audubon.org/node/590,2818,1686,Bachmans Sparrow
,Peucaea botterii,592,18421,5353_Sibl_9780307957900_art_r1.jpg,623,Botteris Sparrow,http://www.audubon.org/node/592,2671,1686,Botteris Sparrow
,Oreothlypis crissalis,574,18426,5370_Sibl_9780307957900_art_r1.jpg,624,Colima Warbler,http://www.audubon.org/node/574,2400,1686,Colima Warbler
,Oreothlypis luciae,575,18431,5366_Sibl_9780307957900_art_r1.jpg,625,Lucys Warbler,http://www.audubon.org/node/575,2237,1686,Lucys Warbler
,Geothlypis trichas,553,18436,5384_Sibl_9780307957900_art_r1.jpg,626,Common Yellowthroat,http://www.audubon.org/node/553,2318,1686,Common Yellowthroat
,Agelaius phoeniceus,655,18441,5398_Sibl_9780307957900_art_r1.jpg,627,Red-winged Blackbird,http://www.audubon.org/node/655,2051,1686,Red-winged Blackbird
,Turdus grayi,503,18456,5414_Sibl_9780307957900_art_r1.jpg,628,Clay-colored Thrush,http://www.audubon.org/node/503,1898,1686,Clay-colored Thrush
,Turdus rufopalliatus,723,18461,5410_Sibl_9780307957900_art_r1.jpg,629,Rufous-backed Robin,http://www.audubon.org/node/723,1961,1686,Rufous-backed Robin
,Oceanodroma furcata,306,18466,5422_Sibl_9780307957900_art_r1.jpg,630,Fork-tailed Storm-Petrel,http://www.audubon.org/node/306,2757,1686,Fork-tailed Storm-Petrel
,Oceanodroma microsoma,310,18471,5417_Sibl_9780307957900_art_r1.jpg,631,Least Storm-Petrel,http://www.audubon.org/node/310,2567,1686,Least Storm-Petrel
,Leucosticte tephrocotis,695,18476,5457_Sibl_9780307957900_art_r1.jpg,632,Gray-crowned Rosy-Finch,http://www.audubon.org/node/695,2273,1686,Gray-crowned Rosy-Finch
,Leucosticte atrata,693,18481,5460_Sibl_9780307957900_art_r1.jpg,633,Black Rosy-Finch,http://www.audubon.org/node/693,2296,1686,Black Rosy-Finch
,Leucosticte australis,694,18486,5463_Sibl_9780307957900_art_r1.jpg,634,Brown-capped Rosy-Finch,http://www.audubon.org/node/694,2375,1686,Brown-capped Rosy-Finch
,Pica hudsonia,812,18491,5472_Sibl_9780307957900_art_r1.jpg,635,Black-billed Magpie,http://www.audubon.org/node/812,2470,1686,Black-billed Magpie
,Pica nuttalli,813,18496,5465_Sibl_9780307957900_art_r1.jpg,636,Yellow-billed Magpie,http://www.audubon.org/node/813,2301,1686,Yellow-billed Magpie
,Regulus satrapa,482,18501,5477_Sibl_9780307957900_art_r1.jpg,637,Golden-crowned Kinglet,http://www.audubon.org/node/482,2039,1686,Golden-crowned Kinglet
,Regulus calendula,481,18506,5483_Sibl_9780307957900_art_r1.jpg,638,Ruby-crowned Kinglet,http://www.audubon.org/node/481,2055,1686,Ruby-crowned Kinglet
,Thectocercus acuticaudatus,738,18511,5497_Sibl_9780307957900_art_r1.jpg,639,Blue-crowned Parakeet,http://www.audubon.org/node/738,1336,1686,Blue-crowned Parakeet
,Psittacara holochlora,703,18516,5485_Sibl_9780307957900_art_r1.jpg,640,Green Parakeet,http://www.audubon.org/node/703,1602,1686,Green Parakeet
,Psittacara mitratus,748,18521,5493_Sibl_9780307957900_art_r1.jpg,641,Mitred Parakeet,http://www.audubon.org/node/748,1395,1686,Mitred Parakeet
,Cyanocitta cristata,804,18531,5504_Sibl_9780307957900_art_r1.jpg,642,Blue Jay,http://www.audubon.org/node/804,2018,1686,Blue Jay
,Melopsittacus undulatus,579,18536,5507_Sibl_9780307957900_art_r1.jpg,643,Budgerigar,http://www.audubon.org/node/579,1156,1686,Budgerigar
,Psittacula krameri,753,18546,5511_Sibl_9780307957900_art_r1.jpg,644,Rose-ringed Parakeet,http://www.audubon.org/node/753,1426,1686,Rose-ringed Parakeet
,Rhynchopsitta pachyrhyncha,714,18551,5525_Sibl_9780307957900_art_r1.jpg,645,Thick-billed Parrot,http://www.audubon.org/node/714,1500,1686,Thick-billed Parrot
,Botaurus lentiginosus,848,18566,5538_Sibl_9780307957900_art_r1.jpg,646,American Bittern,http://www.audubon.org/node/848,2911,1686,American Bittern
,Ixobrychus exilis,831,18571,5533_Sibl_9780307957900_art_r1.jpg,647,Least Bittern,http://www.audubon.org/node/831,1135,1686,Least Bittern
,Sitta pygmaea,874,18586,5564_Sibl_9780307957900_art_r1.jpg,648,Pygmy Nuthatch,http://www.audubon.org/node/874,1891,1686,Pygmy Nuthatch
,Sitta canadensis,871,18591,5568_Sibl_9780307957900_art_r1.jpg,649,Red-breasted Nuthatch,http://www.audubon.org/node/871,2038,1686,Red-breasted Nuthatch
,Sitta pusilla,873,18596,5576_Sibl_9780307957900_art_r1.jpg,650,Brown-headed Nuthatch,http://www.audubon.org/node/873,2062,1686,Brown-headed Nuthatch
,Pipilo maculatus,627,18601,5586_Sibl_9780307957900_art_r1.jpg,651,Spotted Towhee,http://www.audubon.org/node/627,2742,1686,Spotted Towhee
,Pipilo erythrophthalmus,625,18606,5599_Sibl_9780307957900_art_r1.jpg,652,Eastern Towhee,http://www.audubon.org/node/625,2602,1686,Eastern Towhee
,Pipilo chlorurus,622,18611,5596_Sibl_9780307957900_art_r1.jpg,653,Green-tailed Towhee,http://www.audubon.org/node/622,1903,1686,Green-tailed Towhee
,Contopus pertinax,524,18616,5604_Sibl_9780307957900_art_r1.jpg,654,Greater Pewee,http://www.audubon.org/node/524,1367,1686,Greater Pewee
,Contopus cooperi,513,18621,5609_Sibl_9780307957900_art_r1.jpg,655,Olive-sided Flycatcher,http://www.audubon.org/node/513,1297,1686,Olive-sided Flycatcher
,Poecile hudsonicus,824,18626,5617_Sibl_9780307957900_art_r1.jpg,656,Boreal Chickadee,http://www.audubon.org/node/824,1801,1686,Boreal Chickadee
,Poecile cinctus,706,18631,5613_Sibl_9780307957900_art_r1.jpg,657,Gray-headed Chickadee,http://www.audubon.org/node/706,1842,1686,Gray-headed Chickadee
,Vireo solitarius,792,18636,5627_Sibl_9780307957900_art_r1.jpg,658,Blue-headed Vireo,http://www.audubon.org/node/792,2433,1686,Blue-headed Vireo
,Vireo cassinii,782,18641,5622_Sibl_9780307957900_art_r1.jpg,659,Cassins Vireo,http://www.audubon.org/node/782,3227,1686,Cassins Vireo
,Oceanodroma homochroa,307,18646,5635_Sibl_9780307957900_art_r1.jpg,660,Ashy Storm-Petrel,http://www.audubon.org/node/307,3230,1686,Ashy Storm-Petrel
,Oceanodroma melania,309,18651,5631_Sibl_9780307957900_art_r1.jpg,661,Black Storm-Petrel,http://www.audubon.org/node/309,3219,1686,Black Storm-Petrel
,Ardenna pacifica,377,18661,5645_Sibl_9780307957900_art_r1.jpg,662,Wedge-tailed Shearwater,http://www.audubon.org/node/377,3049,1686,Wedge-tailed Shearwater
,Pterodroma cookii,376,18666,5654_Sibl_9780307957900_art_r1.jpg,663,Cooks Petrel,http://www.audubon.org/node/376,3143,1686,Cooks Petrel
,Pterodroma inexpectata,371,18671,5650_Sibl_9780307957900_art_r1.jpg,664,Mottled Petrel,http://www.audubon.org/node/371,3143,1686,Mottled Petrel
,Oceanodroma castro,305,18676,5667_Sibl_9780307957900_art_r1.jpg,665,Band-rumped Storm-Petrel,http://www.audubon.org/node/305,3106,1686,Band-rumped Storm-Petrel
,Oceanites oceanicus,304,18681,5662_Sibl_9780307957900_art_r1.jpg,666,Wilsons Storm-Petrel,http://www.audubon.org/node/304,3040,1686,Wilsons Storm-Petrel
,Sitta carolinensis,872,18686,5675_Sibl_9780307957900_art_r1.jpg,667,White-breasted Nuthatch,http://www.audubon.org/node/872,1307,1686,White-breasted Nuthatch
,Zonotrichia leucophrys,641,18691,5686_Sibl_9780307957900_art_r1.jpg,668,White-crowned Sparrow,http://www.audubon.org/node/641,1725,1686,White-crowned Sparrow
